"","ID","DISEASE","DISEASE_SUBTYPE","DISEASE_PROXY","COUNTRY","COUNTRY_PROXY","YEAR","SEX","AGE","SES","DIMENSION","DOMAIN","CRITERION","INDICATOR","INDICATOR_PROXY","MEASURE","UNIT","CATEGORIES","VALUE","SD","LOWER CI","UPPER CI","SOURCE","RATING","KEY_POINT","QUOTES","META_1","META_2","META_3","CRITERION2","COMMENTS","QUALY"
"60","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Skin irritation or eczema","23.5",NA,NA,NA,"NEED survey",NA,NA,"â And then the [name immunomodulator A], if you think back to that, it's been a few years, I had skin rashes so quickly, so itchy, red skin and quick itching, especially when I came out of the shower like that, very dry skin too.""; â [...] Yes, I also have that as an additional side-effect of taking that medication. So it is not Crohn's-related, but medication-related that I have skin cancer. This is partly due to [name immunomodulator A]. According to the dermatologist, the main cause is [name immunomodulator A]. But of course, it is also partly maintained by the immune-suppressing infusions I receive. Like [name TNF inhibitor B] and so on.â",NA,NA,NA,NA,NA,NA
"61","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Nausea and/or vomiting","17.2",NA,NA,NA,"NEED survey",NA,NA,"""I was nauseous all the time, nothing was going through [...] I had loss of appetite. I'm going to say, I was making myself food, I was like, 'oh, that looks great,' and then when I got to the front of the dish, it was impossible to eat.â ;""  Only half (name immunomodulator A) and I'm vomiting over the toilet. And then (name immunomodulator A), I've had that. But that was stopped each time, because I couldn't tolerate it.""",NA,NA,NA,NA,NA,NA
"62","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Diarrhoea","19.3",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Change of external characteristics","14.5",NA,NA,NA,"NEED survey",NA,NA,"""I have a deformed belly, my belly button is not symmetrical. I have a hernia that will stay there because I had a mesh but now the hernia won't go away. So sometimes it looks like I'm pregnant, but only on one side when people see me in profile on the bus, they say to me 'you want to sit down, miss?â",NA,NA,NA,NA,NA,NA
"64","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Infection","11",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Experience with the organisation of care",NA,NA,NA,NA,NA,NA,NA,NA,"NEED interview",NA,"""Patients were generally satisfied the with follow-up but highlighted some limitations: Perceived lack of physician competence included handling post-operative complications, medication dosages, and professionalism. Healthcare professionals, including nurses, seemed generally unavailable. Some consultations were too brief, often concluding with just a prescription for tests or medication. Limited availability of specialists and rotations between senior and junior staff impacted care quality. Patients felt like numbers due to busy medical staff and overwhelmed doctors. Criticism of a lack of holistic approach: over-specialization led to fragmented care and challenges in navigating different medical specializations""; ""Patients desired better guidance and a structured care pathway:	Suggested implementation of a comprehensive care pathway similar to those for chronic conditions like diabetes or renal failure. Emphasized the importance of patient education, psychological support, and integrating other team members (e.g., nurses, social workers) into the care continuum. France's care model for Crohn's disease was highlighted as a positive example""; ""A need for better psychological care and reimbursement: Patients expressed the need for psychological support alongside drug treatments and medical procedures. Additional support needs included dieticians, physiotherapists, therapeutic massages, and spa sessions for well-being.""","""Finally, it's rare to find a competent doctor, but I still went through several doctors to really find the rare pearl  who was able to put a good treatment in place."";""I don't remember what doses I had, but I had brought in all my papers, and he said, 'But you've been completely overdosed, but what did that doctor do? What did he do?'. Well, I don't know anything about it, I'm given a treatment, I take it. The doctor knows what he's doing, I trust him... bah... I think that no, in this respect, we are not sufficiently supervised, and there are doctors who are not professional at all.â ;â It goes well as long as you can keep seeing the same doctor, who knows your trajectory, who already has experience that you react or don't react to things in a particular way and who doesn't want to reinvent the wheel every time. In the University [hospital] it's the assistants. And every time different assistants, assistants who don't know my file. [...] And then it happens again. 'In the future, ma'am, you will have to tell them yourself that they should put [name artificial tears] in your eyes. And then I'm like, okay, the responsibility is being placed on me again. â ;""I'm being followed-up at [name of the hospital] by a very good doctor who saved my life, but I would say now he's even working too much, and we... I really feel the difference, he's been seeing me for 6 years now, I feel the difference, he has too much work, it's... I'm a number.â ; ""I know that there are a few doctors who are very good, they are all fully booked. But, well, the disease is also not very well recognized by other specialists. There are some who are not specialized in it at all, and I must admit that I don't want to go and see them at all. But, well, no, they're not present enough, even if they try to do their best, no, they're not present enough.â ; ""So you see, we feel that the medical system is under pressure, we feel that visits with the surgeon are 5 minutes, quick quick, we talk but there is no examination, there's really nothing in the end."" ; ""He's supposed to have a liaison nurse, who manages all the issues.  What I don't know, is whether it's because of lack of resources or... Anyway, she's not very accessible because I don't think she has many hours to handle this. There are a lot of Crohn's patients and so she's a bit overloaded. So there's not really any follow-up of the file, and when you send questions you have to send reminders to get answers, so it's a bit tiring.â; â It is when you want to do a consultation with the gastrointestinal specialist yourself that you are confronted with these waiting times. I still have in the back of my mind, in the University [hospital] they also work with an IBD contact nurse. And that's where I think, if something really serious happens and I go through that person, I might be able to see the relevant professor more quickly. But I don't have any experience with that yet. â; ""It's very surprising, I think, because there's a lot of progress in human relations, and at the same time I find that the hospital, with all its protocols, has become a bit... it has other, less human sides. I take the simple example of blood tests. Back in the day, there was a nurse who came out of her little cubicle and called the person by name, the person would come to have their blood drawn, then she would call the next one. Now it's like at the butcher's, with numbers [...] And then, the routes now. Before, you had little arrows to indicate this service is over there. Now it's routes, you have to scan your ticket to confirm you've arrived. Before, you went to see the medical secretary to let them know that you were there. Well, it's small things but I think it's still quite dehumanizing.â;""I explained to you the famous 3 hours I spent with the [name TNF inhibitor] one time in the day hospital. Often we were next to someone else who had Crohn's disease, and I thought it was quite an interesting approach, because there was a lot of sharing of experiences when we were a bit stuck in the hospital. [...] And frankly, I got a lot out of it at the time. This may be the only bright spot of the day-hospital back when I had my [name TNF inhibitor].â",NA,NA,NA,NA,NA,NA
"66","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Quantity of information received",NA,"Participants who reported receiving insufficient, no information or too much information","%",NA,"14.6",NA,NA,NA,"NEED survey",NA,"""The quality of information was perceived to be better in university hospitals."";"" Dissatisfaction due to: Lack of proactive instructions (e.g., COVID vaccination), Lack of guidance on which doctors to consult,	Information shared too quickly and sometimes difficult to understand."";""Importance of how doctors communicate the CD diagnosis: Crucial elements: compassion, frankness, and time devoted to explaining the disease and its consequences"";	""Positive experiences included thorough explanations, opportunity to ask questions, compassionate listening.""; ""Negative experiences involved a lack of compassion, insufficient time for explanations, and unclear information.""","""So I went to the specialist, who explained to me that I'm going to get those biologicals, that it's with baxters. And then I went to the IBD nurse and then I don't remember exactly who told me what, but in the end everything was communicated to me well, with a cover, with a booklet, with everything you want. â ; â But now I have participated in IBD for the first time, the professor who is the whole group who gives support to Crohn's and also to colitis, so the whole group was once introduced on an afternoon from 5 to 8 or 9 at the UZ and that is the first time that I have participated in a group. So just listening, what is possible, what is happening and what we are all doing. [...] So there's a whole team behind that and they're basically putting that on those few hours, each individually explaining what their task and their job is. And that's why I'm also on Facebook, so I'm also in the IBD group.â ; â Or indeed, being able to provide much more information to the patient. And then you see, for example, the contrast between, on the one hand, this [hospital], and on the other hand, the UZ [hospital]. The information you get as a patient is a world of difference. But ultimately, I think certain information contributes to the quality of care. And also the further follow-up of it. â ; ""Oh no, no, my doctor, uh... I'm telling you, sometimes I'm the one who has to ask for a vaccination: ""Do you think I should get vaccinated, Doctor?"" So ""yes, obviously you have to get vaccinated, because you have low immunity."" ""Oh well, thank you for telling me!"" ""Do I have to go see the dermatologist Doctor?"", ""Oh yes yes, of course you..."" â. But frankly no, it's not through my doctor that I found the info, no it's me.â",NA,NA,NA,NA,NA,NA
"67","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Clarity of information received",NA,"Participants who reported that the information received was not very clear or not clear at all","%",NA,"8.7",NA,NA,NA,"NEED survey",NA,"""While generally finding the received information to be clear, there was a desire for more detailed explanations. Topics included potential disease progression, treatment side-effects, and rationale behind treatment recommendations.""","""No, the information was not clearly given and all the aspects of the disease, what was going to change, the heaviness of a treatment. Because in the end we are given pills, we don't realize what it is, but ultimately it is still a treatment that I consider quite heavy, with very significant side effects.  And we don't talk about that.â; â If I don't understand it, they need to make it clear, I wait until I understand it, even if it's difficult. It's because I've seen so many of them pass by, I don't take it from an assistant if he doesn't make the effort. I don't put any more energy into it. My wife thought that was weird too, and when you have the professor and you explain it, they agree with you. You have to know what they're going to do and why they're going to do it.â",NA,NA,NA,NA,NA,NA
"68","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Involvement in treatment choice",NA,"Participants who reported wanting to have been more involved in treatment choice","%",NA,"28",NA,NA,NA,"NEED survey",NA,"""Involvement in treatment choice varied: some patients had the final say, while others felt obligated to follow prescriptions.;"" Patients generally trusted doctorsâ expertise, but some hesitated to challenge the recommendations, even though they feared contradicting the doctorâs authority."";"" Patients' input was not always heard.""","â But we decided that together. And afterwards, with the flare-up, it was also very well discussed with the gastroenterologist that they should keep in mind with the rheumatologist that we have to work together and look at it together. â ; ""At one point he told me 'you absolutely have to take corticosteroids again', I said 'no, I don't want to'. So basically we made a deal (laughs), ... It's laughable but that's the way it is.â; "" The contrast is evident again between [hospital], for example, when you say okay, we're going to start with this, and it's like okay, this is it. While in [region], they literally had brochures, you name it, those and those options, that you can choose from: that, that, that or that. So you did indeed have much more say, much more control. As it were, patients had the last word in [region]. There you could really say. â",NA,NA,NA,NA,NA,NA
"69","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Diagnostic timing",NA,"Participants who received diagnosis >1 year after 1st consultation","%",NA,"19.3",NA,NA,NA,"NEED survey",NA,"""Non-specific symptoms often resulted in initial differential diagnoses centred on common gastrointestinal issues, causing frustration among patients."";""The expertise of GPs familiar with Crohn's could expedite diagnosis. Correct diagnosis was sometimes received only at university hospitals.""; Compartmentalisation of medical specialisations sometimes delayed recognition of broader systemic issues.""","â It had been a week I remember, so I went to my GP's. My GP told me ""well, [patient's name], you're having a little gastro"", uh a week off, and it still wasn't okay, the pain was getting worse and worse, I couldn't get up, I had a high fever, I lost more than 7 kilos in a week, and uh then I called my doctor back and I said ""Listen,  There's still something, it's not right"" and from there he actually sent me to the emergency room.â; ""We fiddled a little bit with the diagnosis, I have to admit that..."" I even went as far as [Name of University Hospital] in an ambulance to see a specialist at the time, to confirm the disease. I remember being hospitalized for a long time, I think I stayed in the hospital for a month and a half, on an empty stomach, with a central line â which had to be changed twice by the way â well... I think that, at the moment, compared to that, it's a little bit simpler. But that's the memory I have of it, a long diagnosis, a long hospitalization, and a trip to the university hospital to confirm the diagnosis.â; ""I first consulted in small neighbourhood polyclinics... I was a student so I didn't know Brussels very very well at the time [...] well, it was slow progress. And then I was lucky at some point, as I was being sent from one to the other, to have a friend whose brother was a very young paediatrician and who worked at [name of university hospital],  and who said, ""Look, she absolutely has to go to a university hospital, whichever one"" that's it. [Name of university hospital] was the closest, and I ended up at [name of university hospital], and there it was diagnosed very quickly.â; â Yes. A university hospital at that time was more advanced, especially in terms of research. And the rest follows. Yes, those are smaller hospitals. I think now, yes, do investigations like the doctor did, I don't think they do that in small hospitals. â;  ""What I often notice with doctors is that they have their specialty, so he looked at the gynaecological aspects. My baby was fine, so he made me understand that the rest was in my head. But it wasn't in my head, I was really not well. â [...] Because it wasn't related to the baby... And finally the first gastroenterologist I saw, but him, he would only see my intestine.â; ""But it went on for a long time and at the time we were doing... The whole series: colonoscopy certainly [...]. We were doing a whole series of exams but extremely... Well, I was 18 years old and didn't know anything about it, so it was extremely difficult to live with.â ; ""So I had tests and was finally diagnosed in 2013. [...] I waited almost two... I'm going to say at least a year and a half between the time I said to myself ""hey, there's something wrong"" and doing the process. [...] Yes, I think it was towards the end of 2012 that he sent me to a specialist and uh, well the time to get the appointments etc., I had the final diagnosis in... I think it was early 2013.â;""On the other hand, there are very long delays for MRIs, for CT scans, well that's absurd, you have to contact... I had to contact several hospitals to get my MRI done at the request of the rheumatologist. It was three months huh, for the MRI. Finally I tried at another hospital and there was a place that had become available and it was a month of waiting, but for the psychiatrist it was the same thing, you had to wait more than a month before seeing the psychiatrist. So still it's.. Yes, there are long... longer and longer waiting times.â",NA,NA,NA,NA,NA,NA
"70","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Patients","Healthcare","Accessibility","Treatment availability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Accessibility","Foregone care",NA,"Participants who within the last 12 months reported not receiving care when needed","%",NA,"13.3",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Social","Impact of social life","Social support needs",NA,"Participants who reported needing social support in at least one area but did not receive it","%",NA,"54",NA,NA,NA,"NEED survey",NA,"""Symptoms of CD make it challenging to thrive in sexual life."";""Difficulties in sexual and sentimental life sometimes led to a deliberate choice not to have children."";âIt was common for patients to hesitate or refuse to participate in social activities due to insufficient access to toilets potentially leading to embarrassing situations. This could lead to isolation and withdrawal from family life and social interactions.""; âChanges in physical appearance due to the illness or its treatment also increased the desire to avoid social activities.""; "" Adjustments or restrictions in sports and exercise were common due to a lack of energy or the unsuitability of activities."";"" Traveling posed difficulties due to limited adequate destination options, medicine transportation issues, and severe symptoms."";"" Support from loved ones was crucial, especially during medical appointments or severe flares."";"" Appreciated support included help with daily tasks, ensuring toilet access, and showing empathy."";"" Relationships with other Crohn's Disease patients were beneficial for exchanging experiences and encouragement."";"" Patient support groups were perceived by some as providing valuable information and interaction opportunities, while other perceived them as counterproductive due to negativity or misinformation."";"" In Belgium, obtaining reimbursement for certain drugs required annual application renewal, causing stress and potential treatment interruptions. The process involved multiple administrative steps and communication channels, leading to delays and frustration. Patients spent significant time on administrative tasks, impacting their professional and personal lives."";"" Pharmacists sometimes assisted with navigating administrative procedures and ensuring medication availability.""","""Well, I've always been extremely independent, but my husband has often accompanied me because it's true that when you're in a crisis, you actually can't do anything."" ; â Yes, for example, but I'll just say, to the pharmacist if I need something, or yes... She also usually accompanies me to the hospital. Just in general, support. â; ""Well folks, it's funny the last time I went to a restaurant, I was the last one to arrive, and the first thing they said to me after saying hello was 'the toilet is here if you need it'. So there you have it, it's funny but it's also a form of support. Or the people who exercise with me too, sometimes they tell me ""yes no wait [name of the patient], don't force yourself too much, you're not in great shape"", or ""oh well, go for it, you can do better"" and that's it, that's how it regulates itself but I think that the entourage has a big role to play.â; â Fortunately, I have a good partner who supports me enormously in this and is very understanding in that area. That makes a difference. For example, he will do the cleaning and cooking. He's going to take a lot off your hands. The moments when I have to lie down on the couch or sleep longer or something, for example, he actually takes on a lot. â ; ""And then on Facebook as well I found... so I don't know how I came across this at the time, a group in fact that was set up by a lady I think who is followed-up in LiÃ¨ge, in collaboration I think with the gastroenterology services, and in fact all people suffering from either rectocolitis or Crohn's disease can exchange,  Asking questions, uh, throwing out their overflow of emotions, well, it's really a group where you can ask anything, and so if you ask a question, well, you have the feedback from some people. Well, you have to sort it out too but I mean; This allows you to get feedback from other people and to position yourself a little bit.â ; ""At [name of the hospital], they have a Facebook group called [name of the group], and it's super cool because there are all activities [...]. It's great because you can see that it's a positive group. And finally [...], there's never anyone who shows up and says ""I have Crohn's"" or ""I have ulcerative colitis"", we never talk about treatments or anything, it's more like ""ah, did you go to the nutritionists, was it great?"" or give each other little tips ""oh well, I did that, it was good."" ; âI say it, the people at the hospital themselves who give a lot of support, also know that there is an association where you can always ask questions or meet fellows. The fact that you are not alone. I am well surrounded. I have a lot of people who understand me and are going to assist me. â ; ""My first instinct was also to see, for example, on Facebook if there were groups of people who were suffering from the disease because we had just been diagnosed but we don't necessarily have all the information, we haven't had an appointment with the doctor yet, and so I put myself in a group where people were all depressed and I said to myself it's not going to be okay,  where I landed, where they all say that it cost them a fortune, that this treatment is wrong.â",NA,NA,NA,NA,NA,NA
"73","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Patients","Social","Impact on education","Years of education lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Social","Impact on work","Changes in working time",NA,"Working individuals before disease who stopped working for at least 1 month and returned to work with reduced schedule or did not return to work","%",NA,"45.3",NA,NA,NA,"NEED survey",NA,"""Participants reported absenteeism due to flare-ups, poor health, medical follow-up, or hospitalizations."";""Reduced working hours or long-term sick leave impacted finances."";""Flexible work schedules helped some manage appointments, while others struggled.""; ""Repeated absences and productivity loss caused guilt and also feelings of injustice due to criticism or disciplinary actions."";"" Access to toilets at work, especially in certain jobs, was a significant issue."";""Despite constraints, patients aimed to continue working as if not ill.""","""They hospitalized me for a week, but I was at home for more than a year before I could go back to work. [...] Well, I actually started working again just before the pandemic, and when the pandemic happened, I was directly put on sick leave, and then it's been more than 2 years that I've been in a big spondyloarthritis crisis and uh... Well, I can't work anymore at the moment, anyway. [...] Finally I returned to work, let's say, I started again... Then, uh, I'd hold out for a month, then I'd stop again for a month, and then I'd start again for a month. It's been quite complicated. Just before the pandemic, with the health insurance company, I made the decision to ask for a medical part-time job.â ; ""That is to say, I will have to consider a 4/5ths because I accept the fact that I will never be able to work full-time again, that I have to preserve my health. But that means that, again, for my pension, for etc., well... I will have done a part-time job, even though I would like nothing better than to work full-time.â ;",NA,NA,NA,NA,NA,NA
"75","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2019,"MF","ALL","ALL","Patients","Social","Financial consequences","Out-of-pocket healthcare costs",NA,NA,"â¬ per patient per month","Active CD","211",NA,NA,NA,"Holko et al",NA,"""The accumulation of non-reimbursed expenses over time had a significant financial impact."" ;"" Some treatments and investigations were minimally reimbursed or not reimbursed at all.""; ""Expenses also included food supplements like probiotics and vitamins, which are not reimbursed."";"" Private insurance helped limit some of these costs.""","""Magnesium, calcium when I was taking cortisone etc., well all that, it's still quite expensive, probiotics etc. Well, these are things that you have to take as a supplement in the end, but uh... So all this is not reimbursed, but on the other hand all the medical appointments related to the disease, so all the blood tests, additional analyses, the little that is still at our expense is still reimbursed by the public health insurance company. But here's the thing, not everything that's a treatment add-on is reimbursed. And so sometimes I get it for [â¦] Yes, 150â¬ per month some months.â ; ""Luckily, I have my hospitalisation insurance which covers everything, 100%. Otherwise it's every 6 weeks, it's 60â¬ huh. At my expense. Because hey, that's the cost too. There are some who don't work, it's quite expensive 60.5â¬, 60â¬ every six weeks. [...] It's still a budget. â [...] ""(Name Proton Pump Inhibitor) which is not reimbursed, before I took (Name immunomodulator) it was reimbursed, and then after we had to pay 3â¬, you will say 3â¬ is cheap for a box of 100... But in the long run, if you take 3 a day it's 3â¬ a month, but hey, in the long run... Before it was free, why it is no longer free, we don't know. â [...] ""The (proton pump inhibitor) I take 20 mg but I use 40 and I cut it in half because it's cheaper, and I buy the big boxes [...] This plus this, plus this, plus this... And then we don't just have Crohn's, there are some who have ankylosing spondyloarthritis, there are some who have psoriasis, there are some who have this, there are some who have that, plus the drugs of other pathologies it easily adds up to... 100â¬, huh. Even with the reimbursement of the health insurance, we're looking at between 50 and 100â¬ per month, for sure.â ; â And then I only took the codeine, because everything else was unnecessary anyway. It becomes very expensive, because it is all manual work. So I decided to abandon that approach. [...] On average, I spend 130â¬ per month on medication. Yes, once you're retired, that really adds up. â ; ""When you do a stool analysis... um, blood, there are some elements that are not reimbursed. I'm going to take for example vitamin B12. In Crohn's disease, when we have had resections, there is a whole part of the intestine that can no longer absorb B vitamins or iron, etc. And it's still due to the disease, so why are these vitamins, for example vitamin B12 analysis, not reimbursed? ""","Included categories - consultations, medications, suppelements and other expenses","P-HBI (patient Harvey Bradshaw index) score > 4 denoting active disease",NA,NA,NA,NA
"76","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2019,"MF","ALL","ALL","Patients","Social","Financial consequences","Out-of-pocket healthcare costs",NA,NA,"â¬ per patient per month","CD in remission","132.4",NA,NA,NA,"Holko et al",NA,"""The accumulation of non-reimbursed expenses over time had a significant financial impact."" ;"" Some treatments and investigations were minimally reimbursed or not reimbursed at all.""; ""Expenses also included food supplements like probiotics and vitamins, which are not reimbursed."";"" Private insurance helped limit some of these costs.""","""Magnesium, calcium when I was taking cortisone etc., well all that, it's still quite expensive, probiotics etc. Well, these are things that you have to take as a supplement in the end, but uh... So all this is not reimbursed, but on the other hand all the medical appointments related to the disease, so all the blood tests, additional analyses, the little that is still at our expense is still reimbursed by the public health insurance company. But here's the thing, not everything that's a treatment add-on is reimbursed. And so sometimes I get it for [â¦] Yes, 150â¬ per month some months.â ; ""Luckily, I have my hospitalisation insurance which covers everything, 100%. Otherwise it's every 6 weeks, it's 60â¬ huh. At my expense. Because hey, that's the cost too. There are some who don't work, it's quite expensive 60.5â¬, 60â¬ every six weeks. [...] It's still a budget. â [...] ""(Name Proton Pump Inhibitor) which is not reimbursed, before I took (Name immunomodulator) it was reimbursed, and then after we had to pay 3â¬, you will say 3â¬ is cheap for a box of 100... But in the long run, if you take 3 a day it's 3â¬ a month, but hey, in the long run... Before it was free, why it is no longer free, we don't know. â [...] ""The (proton pump inhibitor) I take 20 mg but I use 40 and I cut it in half because it's cheaper, and I buy the big boxes [...] This plus this, plus this, plus this... And then we don't just have Crohn's, there are some who have ankylosing spondyloarthritis, there are some who have psoriasis, there are some who have this, there are some who have that, plus the drugs of other pathologies it easily adds up to... 100â¬, huh. Even with the reimbursement of the health insurance, we're looking at between 50 and 100â¬ per month, for sure.â ; â And then I only took the codeine, because everything else was unnecessary anyway. It becomes very expensive, because it is all manual work. So I decided to abandon that approach. [...] On average, I spend 130â¬ per month on medication. Yes, once you're retired, that really adds up. â ; ""When you do a stool analysis... um, blood, there are some elements that are not reimbursed. I'm going to take for example vitamin B12. In Crohn's disease, when we have had resections, there is a whole part of the intestine that can no longer absorb B vitamins or iron, etc. And it's still due to the disease, so why are these vitamins, for example vitamin B12 analysis, not reimbursed? ""","Included categories - consultations, medications, suppelements and other expenses","P-HBI (patient Harvey Bradshaw index) score < or = 4 denoting disease in remission",NA,NA,NA,NA
"77","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2019,"MF","ALL","ALL","Patients","Social","Financial consequences","Non-healthcare costs",NA,NA,"â¬ per patient per month",NA,NA,NA,NA,NA,NA,NA,"""Indirect costs such as parking fees, household help, toilet access fees, and nappies during flare-ups significantly impacted the finances of some patients, especially in the long-term."";"" Patients experienced rising life insurance premiums due to Crohn's."";"" Private health insurance often excluded coverage for Crohn's."";"" Patients expressed a wish for fair compensation for relative caregivers.""","â The car park always counts as a day visit. Tomorrow it will be about 6 euros again. But we just have to accept that. On an annual basis, this does add-up.â;  âBut I just turned 65 in February, so I was two months late. I would have gotten more subsidies for that stairlift to be installed. So the family doctor should have informed me better about that. I didn't know. You're too late. If we have it installed now, I will miss out on  6,000 â¬. So that's a lot of money.â ; ""The fact that I had this illness, for example, meant I had an increase in my life insurance. After the operation, [â¦] I asked the [name of the specialist] to write me a report saying that there was a remission at that level, to see if there was any way to reduce that insurance. That's what he did, and on the paper it said ""total clinical remission."" Since the operation, I really don't have anything. And even with that, the insurance doesn't want to diminish.â","Included categories - consultations, medications, suppelements and other expenses","P-HBI (patient Harvey Bradshaw index) score > 4 denoting active disease",NA,NA,NA,NA
"78","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Health","Frequency","Incidence or prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Crohns Disease","Crohns Disease",NA,"IBD","Belgium",NA,2021,"MF","ALL","ALL","Society","Health","Frequency","Incidence or prevalence",NA,NA,"Incidence rate per 100 000",NA,"10.02",NA,8.68,11.71,"GBD",NA,NA,NA,"Age standardised incidence rate of IBD's in Belgium",NA,NA,NA,NA,NA
"80","Crohns Disease","Crohns Disease",NA,"IBD","Belgium",NA,2021,"MF","ALL","ALL","Society","Health","Frequency","Incidence or prevalence",NA,NA,"Prevalence rate per 100 000",NA,"151.1",NA,130.49,181.12,"GBD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Health","Transmissibility","Basic reproduction number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Health","Antimicrobial resistance","Existing antimicrobial resistance to treatments used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Health","Antimicrobial resistance","Volume of antibiotic delivered to treat disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Health","Burden on informal caregivers","Loss in informal caregiver's quality of life",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Healthcare","Value for money of standard of care","Healthcare costs per unit of health gain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Healthcare","Preventability","Implementation of effective primary prevention strategies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Social","Productivity losses","Costs related to work absenteeism, presenteeism, early labor force exits of patients",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Crohns Disease","Crohns Disease",NA,"IBD","Belgium","The Netherlands",2021,"MF","ALL","ALL","Society","Social","Productivity losses","Costs related to work absenteeism, presenteeism, early labor force exits of patients",NA,NA,"â¬ per year",NA,"6597",NA,NA,NA,"Van Gennep et al",NA,NA,NA,NA,NA,NA,NA,NA,NA
